Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,thedanibarra8-2-0,0,1,ChaloZamorano9-1-0,thedanibarra,ChaloZamorano,8-2-0,9-1-0,chalozamorano,thedanibarra,chalozamorano
2,Ste0868-2-0,0,1,James Castaneda9-1-0,Ste086,James Castaneda,8-2-0,9-1-0,memejesus7099,ste086,memejesus7099
3,RyanM8-2-0,0,1,Stephen Roche9-1-0,RyanM,Stephen Roche,8-2-0,9-1-0,stephenroche,ryanm,stephenroche
4,grantm129-1-0,1,0,JakeFSmash7-2-1,grantm12,JakeFSmash,9-1-0,7-2-1,grantm12,grantm12,jakefsmash
5,Lex4178-2-0,1,0,Ontaro297-3-0,Lex417,Ontaro29,8-2-0,7-3-0,lex417,lex417,ontaro29
6,ElCrxzado8-2-0,1,0,adrielichu7-3-0,ElCrxzado,adrielichu,8-2-0,7-3-0,elcrxzado,elcrxzado,adrielichu
7,Nicholas Homa8-2-0,1,0,xANDYx7-3-0,Nicholas Homa,xANDYx,8-2-0,7-3-0,aquiladisicilia,aquiladisicilia,xandyx
8,NGKyVong7-3-0,0,1,I miss galaxy mew38-2-0,NGKyVong,I miss galaxy mew3,7-3-0,8-2-0,raio120,ngkyvong,raio120
9,arlon1438-2-0,1,0,Kevin Kenny7-3-0,arlon143,Kevin Kenny,8-2-0,7-3-0,arlon143,arlon143,sos2k
10,sencha 8-2-0,1,0,Takaki S7-3-0,sencha ,Takaki S,8-2-0,7-3-0,kirikisencha,kirikisencha,takaki
11,Kuj4k7-3-0,0,1,João  Pires8-2-0,Kuj4k,João  Pires,7-3-0,8-2-0,luisao99,kuj4k,luisao99
12,christianchasejr8-2-0,1,0,Frenillo6-2-2,christianchasejr,Frenillo,8-2-0,6-2-2,christianchasejr,christianchasejr,frenillo
13,GabrielBrenes7-2-1,1,0,Doubllez6-3-1,GabrielBrenes,Doubllez,7-2-1,6-3-1,gabrielbrenes,gabrielbrenes,doubllez
14,ianlaneifa6-3-1,0,1,Vini Fernandez7-2-1,ianlaneifa,Vini Fernandez,6-3-1,7-2-1,warexpert,ianlaneifa,warexpert
15,SLAYER72719936-3-1,0,1,Joshua Sutherland7-2-1,SLAYER7271993,Joshua Sutherland,6-3-1,7-2-1,joshuasutherland21,slayer7271993,joshuasutherland21
16,MunchlaxTCG7-2-1,1,0,Caleb Rogerson6-3-1,MunchlaxTCG,Caleb Rogerson,7-2-1,6-3-1,munchlaxtcg,munchlaxtcg,memaanhc
17,Kevin Campos6-3-1,0,1,Connor Murphy7-3-0,Kevin Campos,Connor Murphy,6-3-1,7-3-0,witlessconnor,omegababo,witlessconnor
18,Ayato6-4-0,0,1,GODDO77-3-0,Ayato,GODDO7,6-4-0,7-3-0,goddo7,ayato,goddo7
19,Corey Blankenship7-3-0,1,0,Joe Higashi6-4-0,Corey Blankenship,Joe Higashi,7-3-0,6-4-0,coreyology,coreyology,rotaryrocket
20,Patricia Gonzalez Walsh7-3-0,1,0,Lilbruh6-4-0,Patricia Gonzalez Walsh,Lilbruh,7-3-0,6-4-0,patogw,patogw,lilbruh
21,Cameron Padilla7-3-0,1,0,TrebDoggo6-4-0,Cameron Padilla,TrebDoggo,7-3-0,6-4-0,camycameron,camycameron,trebdoggo
22,wakingeyes7-3-0,1,0,HotChip176-4-0,wakingeyes,HotChip17,7-3-0,6-4-0,wakingeyes,wakingeyes,hotchip17
23,EvanCampbell947-3-0,1,0,Atomicsmash6-4-0,EvanCampbell94,Atomicsmash,7-3-0,6-4-0,evancampbell94,evancampbell94,atomicsmash
24,Xsims7-3-0,1,0,Jerkules6-4-0,Xsims,Jerkules,7-3-0,6-4-0,xsims,xsims,jerkules
25,1upization7-3-0,1,0,James Simms6-4-0,1upization,James Simms,7-3-0,6-4-0,1upization,1upization,4600737
26,Cameron Kawasaki7-3-0,0,0,Sammy  Allen6-4-0,Cameron Kawasaki,Sammy  Allen,7-3-0,6-4-0,beastes123,beastes123,blackangel61220
27,Caiden T7-3-0,1,0,Miguekage166-4-0,Caiden T,Miguekage16,7-3-0,6-4-0,thieleman8,thieleman8,miguekage16
28,catmeasles7-3-0,1,0,kohawk21216-4-0,catmeasles,kohawk2121,7-3-0,6-4-0,catmeasles,catmeasles,kohawk2121
29,APackOfAlpacas6-4-0,0,1,shishiya6-3-1,APackOfAlpacas,shishiya,6-4-0,6-3-1,shishiya,apackofalpacas,shishiya
30,ChromePvP6-3-1,0,0,Vina5-4-1,ChromePvP,Vina,6-3-1,5-4-1,chromepvp,chromepvp,vina
