Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,JulioPokeDad8-2-1,1,2,Diegofranche8-2-1,JulioPokeDad,Diegofranche,8-2-1,8-2-1,diegofranche,juliopokedad,diegofranche
2,Nicholas Homa8-3-0,0,2,BigBrainPlays8-2-1,Nicholas Homa,BigBrainPlays,8-3-0,8-2-1,bigbrainplays,aquiladisicilia,bigbrainplays
3,Alex Hamilton8-3-0,1,2,thembert8-2-1,Alex Hamilton,thembert,8-3-0,8-2-1,thembert,omegascizor456,thembert
4,Ira P8-0-3,2,1,JRFavato7-3-1,Ira P,JRFavato,8-0-3,7-3-1,ira9999,ira9999,jrfavato
5,Solkten8-1-2,2,1,Dominick Schroyens7-3-1,Solkten,Dominick Schroyens,8-1-2,7-3-1,solkten,solkten,dominicks
6,Ajolt7-2-2,1,2,Jonathan Patricio Ch.8-2-1,Ajolt,Jonathan Patricio Ch.,7-2-2,8-2-1,jonah2705,ajolt,jonah2705
7,goomy478-1-2,2,1,Josh Cohen7-3-1,goomy47,Josh Cohen,8-1-2,7-3-1,goomy47,goomy47,jcohenwc
8,OnGaard8-1-2,2,1,Christian Jaramillo7-3-1,OnGaard,Christian Jaramillo,8-1-2,7-3-1,ongaard,ongaard,setokaiba1308
