Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,Ryan Keller3-0-1,0,0,Michele  Babin3-0-1,Ryan Keller,Michele  Babin,3-0-1,3-0-1,0,rkelle19,michelebabin
2,Anti3-1-0,0,1,AndresJgames3-1-0,Anti,AndresJgames,3-1-0,3-1-0,andresjgames,anti,andresjgames
3,Savid4002-2-0,0,1,Mhall12073-1-0,Savid400,Mhall1207,2-2-0,3-1-0,mhall1207,savid400,mhall1207
4,Greas2-2-0,0,1,Reginald (the squishmallow)3-1-0,Greas,Reginald (the squishmallow),2-2-0,3-1-0,memaanhc,greas,memaanhc
5,Andrew Hedrick3-1-0,1,0,APackOfAlpacas2-2-0,Andrew Hedrick,APackOfAlpacas,3-1-0,2-2-0,pokehawkeye,pokehawkeye,apackofalpacas
6,CollectorMike1-3-0,0,1,SihSquidward1112-2-0,CollectorMike,SihSquidward111,1-3-0,2-2-0,sihsquidward111,collectormike,sihsquidward111
7,Kingofgames941-3-0,0,1,Ahll12072-2-0,Kingofgames94,Ahll1207,1-3-0,2-2-0,ahll1207,kingofgames94,ahll1207
8,Matthewg211-3-0,0,1,Brainez2-2-0,Matthewg21,Brainez,1-3-0,2-2-0,brainez,matthewg21,brainez
9,ColinFerguson2-2-0,,,bye,ColinFerguson,*Bye*,2-2-0,N/A,colinferguson,colinferguson,*Bye*
