Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,Alex Cole4-0-1,0,0,wadedaze4-0-1,Alex Cole,wadedaze,4-0-1,4-0-1,0,pandaboss58,wadedaze
2,Anti4-0-1,0,0,EvanCampbell943-1-1,Anti,EvanCampbell94,4-0-1,3-1-1,0,anti,evancampbell94
3,Noah P4-1-0,1,0,Phanpy783-2-0,Noah P,Phanpy78,4-1-0,3-2-0,slayworldsoldier,slayworldsoldier,phanpy78
4,PokeEmmi3-2-0,0,1,AndresJgames4-1-0,PokeEmmi,AndresJgames,3-2-0,4-1-0,andresjgames,pokeemmi,andresjgames
5,Zach Cohen4-1-0,1,0,Ryan Keller3-2-0,Zach Cohen,Ryan Keller,4-1-0,3-2-0,zachthemudkip,zachthemudkip,rkelle19
6,Zach Lesage3-2-0,0,1,N214GAM .4-1-0,Zach Lesage,N214GAM .,3-2-0,4-1-0,trican,zlesage,trican
7,Gabe Shumway3-2-0,1,0,Chernabog702-3-0,Gabe Shumway,Chernabog70,3-2-0,2-3-0,gabeshumway,gabeshumway,chernabog70
8,Michele  Babin3-2-0,1,0,nirvana05212-3-0,Michele  Babin,nirvana0521,3-2-0,2-3-0,michelebabin,michelebabin,nirvana0521
9,Ahll12073-2-0,1,0,LunaAngelinaR1-4-0,Ahll1207,LunaAngelinaR,3-2-0,1-4-0,ahll1207,ahll1207,lunaangelinar
10,iStark112-3-0,0,1,Phatomsoax3-2-0,iStark11,Phatomsoax,2-3-0,3-2-0,phatomsoax,istark11,phatomsoax
11,mkirby2-3-0,,,bye,mkirby,*Bye*,2-3-0,N/A,mkirby,mkirby,*Bye*
