Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,Mcalmic1-1-0,0,0,KyleKorver2-0-0,Mcalmic,KyleKorver,1-1-0,2-0-0,kylekorver,mcalmic,kylekorver
2,PekingMon1-1-0,0,1,facufacio2-0-0,PekingMon,facufacio,1-1-0,2-0-0,facufacio,pekingmon,facufacio
3,Crash2-0-0,1,0,ggeedorah1-1-0,Crash,ggeedorah,2-0-0,1-1-0,crash,crash,ggeedorah
4,SifeTCG2-0-0,1,0,LilCrakMunchkin1-1-0,SifeTCG,LilCrakMunchkin,2-0-0,1-1-0,sifetcg,sifetcg,lilcrakmunchkin
5,Sahil P1-1-0,0,1,Bryson Hunt2-0-0,Sahil P,Bryson Hunt,1-1-0,2-0-0,bryson,vncmdu5d9q755ta7gteyq2aci,bryson
6,plooopy2-0-0,1,0,King SuØ1-1-0,plooopy,King SuØ,2-0-0,1-1-0,plooopy,plooopy,rensuo
7,Justin Cutajar2-0-0,1,0,mattyando361-1-0,Justin Cutajar,mattyando36,2-0-0,1-1-0,ustuman,ustuman,mattyando36
8,TylerZzz2-0-0,1,0,Sebastian Faundez0-2-0,TylerZzz,Sebastian Faundez,2-0-0,0-2-0,tylerzzz,tylerzzz,scaril17
9,BHB・Luna Y1-1-0,1,0,CWilly870-2-0,BHB・Luna Y,CWilly87,1-1-0,0-2-0,pikachu369248,pikachu369248,cwilly87
10,noahdperry5461-1-0,0,0,DarksideEx0-2-0,noahdperry546,DarksideEx,1-1-0,0-2-0,noahdperry546,noahdperry546,darksideex
11,PoppaTubb0-2-0,0,1,Benjamin Grove1-1-0,PoppaTubb,Benjamin Grove,0-2-0,1-1-0,benjamingrove47,poppatubb,benjamingrove47
12,jrainwater1-1-0,0,0,hotpopkid0-2-0,jrainwater,hotpopkid,1-1-0,0-2-0,jrainwater,jrainwater,hotpopkid
13,timothyvince0-2-0,0,0,Machine4730-2-0,timothyvince,Machine473,0-2-0,0-2-0,-1,timothyvince,machine473
14,DrNog0-2-0,0,1,Prix1-1-0,DrNog,Prix,0-2-0,1-1-0,prix,drnog,prix
,eevee080-2-0,,,missed round,eevee08,*Bye*,0-2-0,N/A,-1,eevee08,*Bye*
,Southerntrainer0-2-0,,,missed round,Southerntrainer,*Bye*,0-2-0,N/A,-1,southerntrainer,*Bye*
,Leonardo Walbrinch0-2-0,,,missed round,Leonardo Walbrinch,*Bye*,0-2-0,N/A,-1,leorafaw,*Bye*
,PopplioKing0-2-0,,,missed round,PopplioKing,*Bye*,0-2-0,N/A,-1,popplioking,*Bye*
