Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,Shun Ito10-2-1,0,0,John Orgel10-2-1,Shun Ito,John Orgel,10-2-1,10-2-1,0,dedenneshun,champbuster
2,Juan Andree10-2-1,0,0,Augusto Beringuer10-2-1,Juan Andree,Augusto Beringuer,10-2-1,10-2-1,0,juanandree,augustoberinguer
3,OnGaard9-2-2,0,0,[GUH]Flavio Arechiga9-2-2,OnGaard,[GUH]Flavio Arechiga,9-2-2,9-2-2,0,ongaard,flantastic
4,Bruno Paredes10-2-1,1,0,Alloutblitzle9-4-0,Bruno Paredes,Alloutblitzle,10-2-1,9-4-0,setheboo,setheboo,alloutblitzle
5,UltraNko10-3-0,1,0,MasterLeBui9-4-0,UltraNko,MasterLeBui,10-3-0,9-4-0,ultranko,ultranko,masterlebui
6,JacePatrick9-3-1,1,0,Matthew Wright8-4-1,JacePatrick,Matthew Wright,9-3-1,8-4-1,jacepatrick,jacepatrick,redpyro1266
7,Guilherme Ramalho8-4-1,0,1,callyshih9-3-1,Guilherme Ramalho,callyshih,8-4-1,9-3-1,callyshih,adamastor,callyshih
8,João  Pires9-3-1,1,0,NRG allezliverpool8-4-1,João  Pires,NRG allezliverpool,9-3-1,8-4-1,luisao99,luisao99,allezliverpool69
9,yaminoibat9-3-1,1,0,mikemrtn8-5-0,yaminoibat,mikemrtn,9-3-1,8-5-0,yaminoibat,yaminoibat,mikemrtn
10,Taylor Lowe8-4-1,0,0,matthewalvis7-5-1,Taylor Lowe,matthewalvis,8-4-1,7-5-1,lowet03,lowet03,matthewalvis
11,peke8-4-1,1,0,Leomarin947-5-1,peke,Leomarin94,8-4-1,7-5-1,peke,peke,leomarin94
12,Victor García8-4-1,1,0,BFFBEAR7-6-0,Victor García,BFFBEAR,8-4-1,7-6-0,vicgar08,vicgar08,bffbear
