Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,Quental3-1-0,0,1,Luna4-0-0,Quental,Luna,3-1-0,4-0-0,luna,quental,luna
2,vtrouter3-1-0,0,1,Orion Sutherland4-0-0,vtrouter,Orion Sutherland,3-1-0,4-0-0,joshuasutherland21,vtrouter,joshuasutherland21
3,GoofGG4-0-0,1,0,Lpc19943-1-0,GoofGG,Lpc1994,4-0-0,3-1-0,goofgg,goofgg,lpc1994
4,butadbut3-1-0,1,0,Elijah C2-2-0,butadbut,Elijah C,3-1-0,2-2-0,butadbut,butadbut,e1ijah
5,Chrisandwich3-1-0,1,0,Zach Lesage2-2-0,Chrisandwich,Zach Lesage,3-1-0,2-2-0,chrisandwich,chrisandwich,zlesage
6,mkirby2-2-0,0,1,john wanggaard3-1-0,mkirby,john wanggaard,2-2-0,3-1-0,ttoabyssal,mkirby,ttoabyssal
7,marcogarcia2-2-0,0,0,Noahjp3-1-0,marcogarcia,Noahjp,2-2-0,3-1-0,noahjp,marcogarcia,noahjp
8,aus17263-1-0,1,0,Vaughn2-2-0,aus1726,Vaughn,3-1-0,2-2-0,aus1726,aus1726,vaughn
9,Iori1272-2-0,0,1,CyrusNWO3-1-0,Iori127,CyrusNWO,2-2-0,3-1-0,cyrusnwo,iori127,cyrusnwo
10,zattack102-2-0,0,1,eevee082-2-0,zattack10,eevee08,2-2-0,2-2-0,eevee08,zattack10,eevee08
11,Trooper022-2-0,1,0,Smart TCG1-3-0,Trooper02,Smart TCG,2-2-0,1-3-0,trooper02,trooper02,gabrielsmarttcg
12,Dreamjew1-3-0,0,1,UrielEHS2-2-0,Dreamjew,UrielEHS,1-3-0,2-2-0,urielehs,dreamjew,urielehs
13,Benjamin Whitcomb1-3-0,0,1,Rubén Mendoza 2-2-0,Benjamin Whitcomb,Rubén Mendoza ,1-3-0,2-2-0,rubnmp,starlordx,rubnmp
14,heatleyjustin1-3-0,0,1,Garry Breech2-2-0,heatleyjustin,Garry Breech,1-3-0,2-2-0,garebear2006,heatleyjustin,garebear2006
15,KingTurk0-4-0,0,1,NekoLover791-3-0,KingTurk,NekoLover79,0-4-0,1-3-0,nekolover79,kingturk,nekolover79
