Pairing,Player 1,Player 1 Score,Player 2 Score,Player 2,Player 1 Name,Player 2 Name,Player 1 Record,Player 2 Record,Winner ID,Player 1 ID,Player 2 ID
1,OGShih11-1-2,0,0,Leonardo Eusebio10-2-2,OGShih,Leonardo Eusebio,11-1-2,10-2-2,0,ogshih,leonehardt
2,EvanCampbell9410-2-2,0,0,NRG allezliverpool10-2-2,EvanCampbell94,NRG allezliverpool,10-2-2,10-2-2,0,evancampbell94,allezliverpool69
3,Timm10110-4-0,0,1,kawara9410-3-1,Timm101,kawara94,10-4-0,10-3-1,kawara94,timm101,kawara94
4,. Medi10-4-0,0,1,James Simms10-3-1,. Medi,James Simms,10-4-0,10-3-1,4600737,owohunt,4600737
5,birdboy20009-4-1,0,1,Christian Cruz10-3-1,birdboy2000,Christian Cruz,9-4-1,10-3-1,christiancruz,birdboy2000,christiancruz
6,Capcrew10-3-1,1,0,tyghe159-5-0,Capcrew,tyghe15,10-3-1,9-5-0,capcrew,capcrew,tyghe15
7,Ryan Simons9-5-0,0,1,Faquico9-3-2,Ryan Simons,Faquico,9-5-0,9-3-2,faquico,variedits,faquico
8,pjwitusik8-4-2,0,1,BeamMeUp9-4-1,pjwitusik,BeamMeUp,8-4-2,9-4-1,beammeup,pjwitusik,beammeup
9,hino8-5-1,0,1,SOLYSOMBRA9-4-1,hino,SOLYSOMBRA,8-5-1,9-4-1,solysombra,hino,solysombra
10,Cocojobro9-4-1,0,0,hswanzy7-5-2,Cocojobro,hswanzy,9-4-1,7-5-2,cocojobro,cocojobro,hswanzy
11,Pedro Pertusi7-7-0,0,0,Christian Jaramillo8-4-2,Pedro Pertusi,Christian Jaramillo,7-7-0,8-4-2,setokaiba1308,perts22,setokaiba1308
12,rixsterexe8-5-1,,,bye,rixsterexe,*Bye*,8-5-1,N/A,rixsterexe,rixsterexe,*Bye*
